m#id	m#node	C#dc	C#cc	C#bc	C#pr	C#c	D#community	cD#class
912	java.nio.channels.ConnectionPendingException	0.004620	0.477316	0.000000	0.000376	0.952381	1	27
913	java.nio.channels.DatagramChannel	0.011221	0.479279	0.000969	0.000807	0.428571	9	27
914	java.nio.channels.FileChannel	0.011881	0.479734	0.001706	0.000947	0.308824	9	27
915	java.nio.channels.FileLock	0.003300	0.477316	0.000000	0.000269	1.000000	9	27
916	java.nio.channels.FileLockInterruptionException	0.004620	0.477316	0.000000	0.000375	0.952381	1	27
917	java.nio.channels.GatheringByteChannel	0.003300	0.327143	0.000002	0.000335	0.500000	9	27
918	java.nio.channels.IllegalBlockingModeException	0.004620	0.477316	0.000000	0.000376	0.952381	1	27
919	java.nio.channels.IllegalSelectorException	0.004620	0.477316	0.000000	0.000376	0.952381	1	27
920	java.nio.channels.InterruptibleChannel	0.001320	0.323995	0.000000	0.000213	1.000000	9	27
921	java.nio.channels.NoConnectionPendingException	0.004620	0.477316	0.000000	0.000376	0.952381	1	27
922	java.nio.channels.NonReadableChannelException	0.004620	0.477316	0.000000	0.000376	0.952381	1	27
923	java.nio.channels.NonWritableChannelException	0.004620	0.477316	0.000000	0.000376	0.952381	1	27
924	java.nio.channels.NotYetBoundException	0.004620	0.477316	0.000000	0.000376	0.952381	1	27
925	java.nio.channels.NotYetConnectedException	0.004620	0.477316	0.000000	0.000376	0.952381	1	27
926	java.nio.channels.OverlappingFileLockException	0.004620	0.477316	0.000000	0.000376	0.952381	1	27
927	java.nio.channels.Pipe	0.002640	0.476715	0.000000	0.000269	1.000000	9	27
928	java.nio.channels.ReadableByteChannel	0.004620	0.328349	0.000017	0.000447	0.238095	9	27
929	java.nio.channels.ScatteringByteChannel	0.003300	0.327214	0.000002	0.000333	0.500000	9	27
930	java.nio.channels.SelectableChannel	0.009241	0.479127	0.000315	0.000709	0.666667	9	27
931	java.nio.channels.SelectionKey	0.007261	0.478069	0.000001	0.000547	0.866667	9	27
932	java.nio.channels.Selector	0.008581	0.478522	0.000008	0.000679	0.679487	9	27
933	java.nio.channels.ServerSocketChannel	0.007921	0.478371	0.000002	0.000548	0.844444	9	27
934	java.nio.channels.SocketChannel	0.011221	0.479279	0.000968	0.000801	0.457143	9	27
935	java.nio.channels.UnresolvedAddressException	0.004620	0.477316	0.000000	0.000376	0.952381	1	27
936	java.nio.channels.UnsupportedAddressTypeException	0.004620	0.477316	0.000000	0.000376	0.952381	1	27
937	java.nio.channels.WritableByteChannel	0.003960	0.327143	0.000008	0.000403	0.333333	9	27
938	java.nio.channels.spi.AbstractInterruptibleChannel	0.004620	0.478220	0.001612	0.000464	0.523810	9	28
939	java.nio.channels.spi.AbstractSelectableChannel	0.006601	0.478069	0.000000	0.000544	0.933333	9	28
940	java.nio.channels.spi.AbstractSelectionKey	0.003960	0.477015	0.000000	0.000359	1.000000	9	28
941	java.nio.channels.spi.AbstractSelector	0.004620	0.477015	0.000001	0.000347	0.800000	9	28
942	java.nio.channels.spi.SelectorProvider	0.010561	0.478976	0.000315	0.000661	0.636364	9	28
943	java.nio.charset.CharacterCodingException	0.005941	0.477617	0.000000	0.000467	0.888889	1	29
944	java.nio.charset.Charset	0.011221	0.479279	0.000024	0.000687	0.461538	0	29
945	java.nio.charset.CharsetDecoder	0.007261	0.478522	0.000004	0.000542	0.644444	0	29
946	java.nio.charset.CharsetEncoder	0.007921	0.478673	0.000008	0.000581	0.563636	0	29
947	java.nio.charset.CoderMalfunctionError	0.005281	0.477767	0.000000	0.000416	0.928571	1	29
948	java.nio.charset.CoderResult	0.003300	0.476715	0.000000	0.000313	0.900000	0	29
949	java.nio.charset.CodingErrorAction	0.003300	0.476715	0.000000	0.000313	0.900000	0	29
950	java.nio.charset.IllegalCharsetNameException	0.004620	0.477316	0.000000	0.000376	0.952381	1	29
951	java.nio.charset.MalformedInputException	0.004620	0.477316	0.000000	0.000379	0.952381	1	29
952	java.nio.charset.UnmappableCharacterException	0.004620	0.477316	0.000000	0.000379	0.952381	1	29
953	java.nio.charset.UnsupportedCharsetException	0.004620	0.477316	0.000000	0.000376	0.952381	1	29
954	java.nio.charset.spi.CharsetProvider	0.003300	0.476865	0.000001	0.000302	0.700000	0	30
955	java.rmi.AccessException	0.005281	0.477767	0.000000	0.000414	0.928571	1	31
956	java.rmi.AlreadyBoundException	0.004620	0.477617	0.000000	0.000374	0.952381	1	31
957	java.rmi.ConnectException	0.005281	0.477767	0.000000	0.000414	0.928571	1	31
958	java.rmi.ConnectIOException	0.005281	0.477767	0.000000	0.000414	0.928571	1	31
959	java.rmi.MarshalException	0.005281	0.477767	0.000000	0.000414	0.928571	1	31
960	java.rmi.MarshalledObject	0.007921	0.478976	0.001346	0.000675	0.439394	6	31
961	java.rmi.Naming	0.002640	0.477767	0.000191	0.000273	0.500000	6	31
962	java.rmi.NoSuchObjectException	0.004620	0.477316	0.000000	0.000375	0.952381	1	31
963	java.rmi.NotBoundException	0.004620	0.477617	0.000000	0.000374	0.952381	1	31
964	java.rmi.RMISecurityException	0.004620	0.477316	0.000000	0.000379	0.952381	1	31
965	java.rmi.RMISecurityManager	0.005941	0.477617	0.000002	0.000494	0.750000	3	31
966	java.rmi.Remote	0.012541	0.327709	0.001148	0.001150	0.187135	6	31
967	java.rmi.RemoteException	0.015182	0.479734	0.000016	0.001083	0.458498	1	31
968	java.rmi.ServerError	0.005281	0.477466	0.000000	0.000417	0.928571	1	31
969	java.rmi.ServerException	0.005281	0.477767	0.000000	0.000414	0.928571	1	31
970	java.rmi.ServerRuntimeException	0.005281	0.477767	0.000000	0.000414	0.928571	1	31
971	java.rmi.StubNotFoundException	0.005281	0.477767	0.000000	0.000414	0.928571	1	31
972	java.rmi.UnexpectedException	0.005281	0.477767	0.000000	0.000414	0.928571	1	31
973	java.rmi.UnknownHostException	0.005281	0.477767	0.000000	0.000414	0.928571	1	31
974	java.rmi.UnmarshalException	0.005281	0.477767	0.000000	0.000414	0.928571	1	31
975	java.rmi.activation.Activatable	0.008581	0.480190	0.000450	0.000696	0.410256	6	32
976	java.rmi.activation.ActivateFailedException	0.005281	0.477767	0.000000	0.000414	0.928571	1	32
977	java.rmi.activation.ActivationDesc	0.007261	0.478824	0.000516	0.000602	0.581818	6	32
978	java.rmi.activation.ActivationException	0.005941	0.477918	0.000001	0.000467	0.888889	1	32
979	java.rmi.activation.ActivationGroup	0.011881	0.480952	0.001013	0.000946	0.379085	6	32
980	java.rmi.activation.ActivationGroupDesc	0.005281	0.478371	0.000260	0.000445	0.607143	6	32
981	java.rmi.activation.ActivationGroupID	0.005941	0.478220	0.000689	0.000464	0.571429	6	32
982	java.rmi.activation.ActivationGroup_Stub	0.006601	0.478976	0.000444	0.000563	0.577778	6	32
983	java.rmi.activation.ActivationID	0.008581	0.479279	0.001799	0.000686	0.393939	6	32
984	java.rmi.activation.ActivationInstantiator	0.004620	0.326157	0.000001	0.000439	0.666667	6	32
985	java.rmi.activation.ActivationMonitor	0.003300	0.325456	0.000002	0.000349	0.400000	6	32
986	java.rmi.activation.ActivationSystem	0.005941	0.326298	0.000005	0.000500	0.500000	6	32
987	java.rmi.activation.Activator	0.002640	0.325247	0.000000	0.000247	0.333333	6	32
988	java.rmi.activation.UnknownGroupException	0.004620	0.477316	0.000000	0.000379	0.952381	1	32
989	java.rmi.activation.UnknownObjectException	0.004620	0.477316	0.000000	0.000379	0.952381	1	32
990	java.rmi.dgc.DGC	0.001980	0.325177	0.000004	0.000261	0.333333	7	33
991	java.rmi.dgc.Lease	0.003960	0.477466	0.000648	0.000389	0.666667	7	33
992	java.rmi.dgc.VMID	0.003960	0.477466	0.000648	0.000389	0.666667	7	33
993	java.rmi.registry.LocateRegistry	0.003960	0.477316	0.000221	0.000403	0.333333	6	34
994	java.rmi.registry.Registry	0.002640	0.470351	0.000073	0.000339	0.333333	6	34
995	java.rmi.registry.RegistryHandler	0.001320	0.469040	0.000000	0.000212	1.000000	6	34
996	java.rmi.server.ExportException	0.005941	0.477918	0.000000	0.000459	0.916667	1	35
997	java.rmi.server.LoaderHandler	0.003300	0.476715	0.000000	0.000304	1.000000	5	35
998	java.rmi.server.LogStream	0.005281	0.477918	0.000037	0.000417	0.642857	0	35
999	java.rmi.server.ObjID	0.003960	0.477316	0.000002	0.000361	0.600000	6	35
1000	java.rmi.server.Operation	0.001980	0.476415	0.000000	0.000222	1.000000	0	35
1001	java.rmi.server.RMIClassLoader	0.003960	0.476865	0.000000	0.000358	0.933333	5	35
1002	java.rmi.server.RMIClassLoaderSpi	0.003300	0.476715	0.000000	0.000315	1.000000	5	35
1003	java.rmi.server.RMIClientSocketFactory	0.004620	0.470497	0.000004	0.000434	0.380952	6	35
1004	java.rmi.server.RMIFailureHandler	0.001320	0.328206	0.000000	0.000193	0.000000	9	35
1005	java.rmi.server.RMIServerSocketFactory	0.003960	0.326157	0.000004	0.000396	0.133333	6	35
1006	java.rmi.server.RMISocketFactory	0.005281	0.477617	0.000808	0.000510	0.464286	9	35
1007	java.rmi.server.RemoteCall	0.003300	0.325456	0.000250	0.000388	0.500000	6	35
1008	java.rmi.server.RemoteObject	0.007261	0.478976	0.000203	0.000552	0.622222	6	35
1009	java.rmi.server.RemoteObjectInvocationHandler	0.005281	0.478673	0.000205	0.000475	0.607143	6	35
1010	java.rmi.server.RemoteRef	0.011881	0.480038	0.000704	0.000926	0.397059	6	35
1011	java.rmi.server.RemoteServer	0.006601	0.479734	0.000211	0.000536	0.711111	6	35
1012	java.rmi.server.RemoteStub	0.006601	0.479127	0.000193	0.000555	0.711111	6	35
1013	java.rmi.server.ServerCloneException	0.005281	0.477767	0.000000	0.000419	0.964286	1	35
1014	java.rmi.server.ServerNotActiveException	0.004620	0.477617	0.000000	0.000374	0.952381	1	35
1015	java.rmi.server.ServerRef	0.006601	0.478824	0.000524	0.000589	0.555556	6	35
1016	java.rmi.server.Skeleton	0.001320	0.247428	0.000002	0.000216	0.000000	6	35
1017	java.rmi.server.SkeletonMismatchException	0.004620	0.477316	0.000000	0.000375	0.952381	1	35
1018	java.rmi.server.SkeletonNotFoundException	0.005281	0.477767	0.000000	0.000414	0.928571	1	35
1019	java.rmi.server.SocketSecurityException	0.005281	0.477767	0.000000	0.000418	0.964286	1	35
1020	java.rmi.server.UID	0.003960	0.477015	0.000012	0.000378	0.466667	6	35
1021	java.rmi.server.UnicastRemoteObject	0.007921	0.480038	0.000444	0.000645	0.545455	6	35
1022	java.security.AccessControlContext	0.003960	0.477015	0.001320	0.000460	0.666667	0	36
1023	java.security.AccessControlException	0.005281	0.477466	0.000001	0.000422	0.821429	1	36
1024	java.security.AccessController	0.004620	0.477165	0.000023	0.000461	0.571429	0	36
1025	java.security.AlgorithmParameterGenerator	0.004620	0.477316	0.000118	0.000416	0.714286	8	36
1026	java.security.AlgorithmParameterGeneratorSpi	0.001980	0.476415	0.000000	0.000222	1.000000	0	36
1027	java.security.AlgorithmParameters	0.004620	0.477165	0.000117	0.000412	0.761905	8	36
1028	java.security.AlgorithmParametersSpi	0.001980	0.476415	0.000000	0.000222	1.000000	0	36
1029	java.security.AllPermission	0.003300	0.476715	0.000000	0.000307	1.000000	7	36
1030	java.security.AllPermissionCollection	0.004620	0.477165	0.000001	0.000387	0.761905	7	36
1031	java.security.AuthProvider	0.009241	0.479127	0.000012	0.000652	0.483516	3	36
1032	java.security.BasicPermission	0.010561	0.478673	0.000010	0.000845	0.533333	7	36
1033	java.security.BasicPermissionCollection	0.004620	0.477165	0.000001	0.000387	0.761905	7	36
1034	java.security.Certificate	0.005281	0.470351	0.000005	0.000464	0.535714	8	36
1035	java.security.CodeSigner	0.003960	0.477015	0.000000	0.000352	0.933333	3	36
1036	java.security.CodeSource	0.005941	0.477466	0.000002	0.000485	0.666667	7	36
1037	java.security.DigestException	0.004620	0.477316	0.000000	0.000376	0.952381	1	36
1038	java.security.DigestInputStream	0.003960	0.477165	0.000000	0.000359	0.866667	0	36
1039	java.security.DigestOutputStream	0.003960	0.477316	0.000001	0.000360	0.866667	6	36
1040	java.security.DomainCombiner	0.000660	0.323028	0.000000	0.000164	0.000000	0	36
1041	java.security.GeneralSecurityException	0.014521	0.479886	0.000017	0.001054	0.476190	1	36
1042	java.security.Guard	0.001980	0.465009	0.000000	0.000239	0.666667	7	36
1043	java.security.GuardedObject	0.003300	0.476865	0.000013	0.000328	0.600000	7	36
1044	java.security.Identity	0.006601	0.477617	0.000010	0.000504	0.638889	8	36
1045	java.security.IdentityScope	0.006601	0.477466	0.000012	0.000506	0.611111	8	36
1046	java.security.InvalidAlgorithmParameterException	0.004620	0.477316	0.000000	0.000376	0.952381	1	36
1047	java.security.InvalidKeyException	0.004620	0.477316	0.000000	0.000379	0.952381	1	36
1048	java.security.InvalidParameterException	0.004620	0.477316	0.000000	0.000376	0.952381	1	36
1049	java.security.Key	0.004620	0.469913	0.000004	0.000417	0.380952	8	36
1050	java.security.KeyException	0.005941	0.477617	0.000000	0.000468	0.888889	1	36
1051	java.security.KeyFactory	0.005281	0.477316	0.000181	0.000469	0.392857	8	36
1052	java.security.KeyFactorySpi	0.001980	0.476415	0.000000	0.000222	1.000000	0	36
1053	java.security.KeyManagementException	0.004620	0.477316	0.000000	0.000379	0.952381	1	36
1054	java.security.KeyPair	0.005941	0.477617	0.000011	0.000510	0.527778	8	36
1055	java.security.KeyPairGenerator	0.005281	0.477466	0.000119	0.000466	0.678571	8	36
1056	java.security.KeyPairGeneratorSpi	0.004620	0.477316	0.000118	0.000424	0.714286	8	36
1057	java.security.KeyRep	0.002640	0.476715	0.000000	0.000260	0.833333	7	36
1058	java.security.KeyStore	0.007921	0.478522	0.000016	0.000604	0.484848	3	36
1059	java.security.KeyStoreException	0.004620	0.477316	0.000000	0.000376	0.952381	1	36
1060	java.security.KeyStoreSpi	0.005941	0.478069	0.000011	0.000478	0.472222	8	36
1061	java.security.MessageDigest	0.005281	0.477918	0.000003	0.000462	0.642857	0	36
1062	java.security.MessageDigestSpi	0.002640	0.476565	0.000000	0.000271	1.000000	0	36
1063	java.security.NoSuchAlgorithmException	0.004620	0.477316	0.000000	0.000376	0.952381	1	36
1064	java.security.NoSuchProviderException	0.004620	0.477316	0.000000	0.000376	0.952381	1	36
1065	java.security.Permission	0.027063	0.482484	0.000149	0.002027	0.210256	7	36
1066	java.security.PermissionCollection	0.021122	0.480952	0.000060	0.001558	0.303226	7	36
1067	java.security.Permissions	0.004620	0.477165	0.000001	0.000387	0.761905	7	36
1068	java.security.PermissionsEnumerator	0.003300	0.476715	0.000001	0.000306	0.700000	7	36
1069	java.security.PermissionsHash	0.004620	0.477165	0.000001	0.000387	0.761905	7	36
1070	java.security.Policy	0.005281	0.477165	0.000001	0.000440	0.785714	7	36
1071	java.security.PolicySpi	0.001980	0.476415	0.000000	0.000222	1.000000	0	36
1072	java.security.Principal	0.007921	0.477165	0.000895	0.000722	0.348485	8	36
1073	java.security.PrivateKey	0.006601	0.470789	0.000016	0.000632	0.266667	8	36
1074	java.security.PrivilegedAction	0.002640	0.465295	0.000001	0.000308	0.500000	0	36
1075	java.security.PrivilegedActionException	0.004620	0.477617	0.000000	0.000374	0.952381	1	36
1076	java.security.PrivilegedExceptionAction	0.002640	0.465295	0.000001	0.000308	0.500000	0	36
1077	java.security.ProtectionDomain	0.006601	0.477316	0.000005	0.000497	0.694444	7	36
1078	java.security.Provider	0.019142	0.481870	0.000093	0.001365	0.275862	3	36
1079	java.security.ProviderException	0.004620	0.477316	0.000000	0.000375	0.952381	1	36
1080	java.security.PublicKey	0.013201	0.473290	0.000060	0.001098	0.200000	8	36
1081	java.security.SecureClassLoader	0.005281	0.477466	0.000001	0.000431	0.857143	5	36
1082	java.security.SecureRandom	0.006601	0.477918	0.001308	0.000604	0.555556	8	36
1083	java.security.SecureRandomSpi	0.002640	0.476715	0.000000	0.000260	0.833333	7	36
1084	java.security.Security	0.003960	0.477015	0.000002	0.000334	0.733333	3	36
1085	java.security.SecurityPermission	0.003960	0.476865	0.000000	0.000352	1.000000	7	36
1086	java.security.Signature	0.008581	0.478976	0.000150	0.000706	0.410256	8	36
1087	java.security.SignatureException	0.004620	0.477316	0.000000	0.000376	0.952381	1	36
1088	java.security.SignatureSpi	0.002640	0.476715	0.000000	0.000268	1.000000	8	36
1089	java.security.SignedObject	0.004620	0.477316	0.000008	0.000407	0.571429	8	36
1090	java.security.Signer	0.005941	0.477316	0.000013	0.000515	0.638889	8	36
1091	java.security.Timestamp	0.004620	0.477466	0.000001	0.000395	0.857143	3	36
1092	java.security.URIParameter	0.002640	0.477015	0.000000	0.000270	1.000000	5	36
1093	java.security.UnrecoverableEntryException	0.005281	0.477466	0.000000	0.000422	0.928571	1	36
1094	java.security.UnrecoverableKeyException	0.004620	0.477316	0.000000	0.000380	0.952381	1	36
1095	java.security.UnresolvedPermission	0.003960	0.477015	0.000000	0.000346	0.933333	7	36
1096	java.security.UnresolvedPermissionCollection	0.004620	0.477165	0.000001	0.000387	0.761905	7	36
1097	java.security.acl.Acl	0.003960	0.469767	0.000443	0.000438	0.466667	8	37
1098	java.security.acl.AclEntry	0.004620	0.476415	0.000020	0.000436	0.476190	8	37
1099	java.security.acl.AclNotFoundException	0.004620	0.477617	0.000000	0.000374	0.952381	1	37
1100	java.security.acl.Group	0.002640	0.475817	0.000001	0.000273	0.666667	8	37
1101	java.security.acl.LastOwnerException	0.004620	0.477617	0.000000	0.000374	0.952381	1	37
1102	java.security.acl.NotOwnerException	0.004620	0.477617	0.000000	0.000374	0.952381	1	37
1103	java.security.acl.Owner	0.001320	0.323303	0.000000	0.000212	1.000000	8	37
1104	java.security.acl.Permission	0.002640	0.475966	0.000004	0.000296	0.833333	8	37
1105	java.security.cert.CRL	0.005941	0.477466	0.000011	0.000492	0.638889	3	38
1106	java.security.cert.CRLException	0.004620	0.477316	0.000000	0.000376	0.952381	1	38
1107	java.security.cert.CRLSelector	0.003960	0.465438	0.000008	0.000367	0.333333	3	38
1108	java.security.cert.CertPath	0.009901	0.478824	0.000030	0.000773	0.390476	3	38
1109	java.security.cert.CertPathBuilder	0.003960	0.477015	0.000017	0.000368	0.533333	3	38
1110	java.security.cert.CertPathBuilderException	0.004620	0.477316	0.000000	0.000376	0.952381	1	38
1111	java.security.cert.CertPathBuilderResult	0.003960	0.465867	0.000009	0.000379	0.333333	3	38
1112	java.security.cert.CertPathBuilderSpi	0.003300	0.476865	0.000016	0.000328	0.500000	3	38
1113	java.security.cert.CertPathHelperImpl	0.001980	0.476415	0.000000	0.000222	1.000000	0	38
1114	java.security.cert.CertPathParameters	0.004620	0.465581	0.000009	0.000433	0.238095	3	38
1115	java.security.cert.CertPathValidator	0.004620	0.477165	0.000019	0.000415	0.523810	3	38
1116	java.security.cert.CertPathValidatorException	0.005281	0.477466	0.000001	0.000419	0.821429	1	38
1117	java.security.cert.CertPathValidatorResult	0.003300	0.465581	0.000007	0.000332	0.300000	3	38
1118	java.security.cert.CertPathValidatorSpi	0.003960	0.477015	0.000018	0.000375	0.533333	3	38
1119	java.security.cert.CertSelector	0.005281	0.466010	0.000009	0.000446	0.357143	3	38
1120	java.security.cert.CertStore	0.006601	0.477767	0.000030	0.000540	0.444444	3	38
1121	java.security.cert.CertStoreException	0.004620	0.477316	0.000000	0.000376	0.952381	1	38
1122	java.security.cert.CertStoreParameters	0.003960	0.465438	0.000008	0.000387	0.266667	3	38
1123	java.security.cert.CertStoreSpi	0.004620	0.477316	0.000026	0.000414	0.333333	3	38
1124	java.security.cert.Certificate	0.010561	0.478824	0.000026	0.000794	0.391667	3	38
1125	java.security.cert.CertificateEncodingException	0.004620	0.477316	0.000000	0.000378	0.952381	1	38
1126	java.security.cert.CertificateException	0.007261	0.477918	0.000001	0.000560	0.800000	1	38
1127	java.security.cert.CertificateExpiredException	0.004620	0.477316	0.000000	0.000378	0.952381	1	38
1128	java.security.cert.CertificateFactory	0.007261	0.478220	0.000008	0.000550	0.527273	3	38
1129	java.security.cert.CertificateFactorySpi	0.006601	0.478069	0.000007	0.000510	0.533333	3	38
1130	java.security.cert.CertificateNotYetValidException	0.004620	0.477316	0.000000	0.000378	0.952381	1	38
1131	java.security.cert.CertificateParsingException	0.004620	0.477316	0.000000	0.000378	0.952381	1	38
1132	java.security.cert.CollectionCertStoreParameters	0.003300	0.477015	0.000010	0.000315	0.500000	3	38
1133	java.security.cert.LDAPCertStoreParameters	0.002640	0.476715	0.000009	0.000277	0.666667	3	38
1134	java.security.cert.PKIXBuilderParameters	0.007261	0.478069	0.000013	0.000558	0.563636	3	38
1135	java.security.cert.PKIXCertPathBuilderResult	0.005941	0.477466	0.000019	0.000520	0.555556	3	38
1136	java.security.cert.PKIXCertPathChecker	0.005941	0.477617	0.000019	0.000461	0.500000	3	38
1137	java.security.cert.PKIXCertPathValidatorResult	0.005281	0.477316	0.000019	0.000477	0.571429	3	38
1138	java.security.cert.PKIXParameters	0.007921	0.478220	0.000024	0.000611	0.484848	3	38
1139	java.security.cert.PolicyNode	0.003300	0.472257	0.000003	0.000312	0.400000	3	38
1140	java.security.cert.PolicyQualifierInfo	0.001980	0.476415	0.000000	0.000222	1.000000	0	38
1141	java.security.cert.TrustAnchor	0.004620	0.477015	0.000002	0.000411	0.809524	3	38
1142	java.security.cert.X509CRL	0.008581	0.478673	0.000020	0.000673	0.512821	3	38
1143	java.security.cert.X509CRLEntry	0.005281	0.477767	0.000007	0.000441	0.678571	3	38
1144	java.security.cert.X509CRLSelector	0.005941	0.478069	0.000015	0.000490	0.583333	3	38
1145	java.security.cert.X509CertSelector	0.007261	0.478371	0.000020	0.000561	0.509091	3	38
1146	java.security.cert.X509Certificate	0.010561	0.479430	0.000037	0.000798	0.433333	3	38
1147	java.security.cert.X509Extension	0.003300	0.470789	0.000001	0.000307	0.800000	3	38
1148	java.security.interfaces.DSAKey	0.001980	0.320161	0.000000	0.000309	0.666667	8	39
1149	java.security.interfaces.DSAKeyPairGenerator	0.001320	0.324064	0.000002	0.000224	0.000000	8	39
1150	java.security.interfaces.DSAParams	0.003960	0.326649	0.000031	0.000523	0.333333	8	39
1151	java.security.interfaces.DSAPrivateKey	0.003300	0.469767	0.000812	0.000404	0.400000	8	39
1152	java.security.interfaces.DSAPublicKey	0.003300	0.469767	0.000815	0.000397	0.400000	8	39
1153	java.security.interfaces.ECKey	0.001980	0.324064	0.000000	0.000279	0.666667	8	39
1154	java.security.interfaces.ECPrivateKey	0.003300	0.469767	0.000266	0.000375	0.500000	8	39
1155	java.security.interfaces.ECPublicKey	0.003300	0.469476	0.000263	0.000372	0.500000	8	39
1156	java.security.interfaces.RSAKey	0.001980	0.326157	0.000000	0.000281	0.666667	8	39
1157	java.security.interfaces.RSAMultiPrimePrivateCrtKey	0.001980	0.469186	0.000000	0.000255	1.000000	8	39
1158	java.security.interfaces.RSAPrivateCrtKey	0.001980	0.469186	0.000000	0.000255	1.000000	8	39
1159	java.security.interfaces.RSAPrivateKey	0.003960	0.469622	0.000256	0.000467	0.466667	8	39
1160	java.security.interfaces.RSAPublicKey	0.002640	0.469331	0.000255	0.000315	0.500000	8	39
1161	java.security.spec.AlgorithmParameterSpec	0.007261	0.326368	0.000013	0.000687	0.054545	8	40
1162	java.security.spec.DSAParameterSpec	0.003960	0.477617	0.000597	0.000398	0.466667	8	40
1163	java.security.spec.DSAPrivateKeySpec	0.003300	0.477165	0.000163	0.000327	0.600000	8	40
1164	java.security.spec.DSAPublicKeySpec	0.003300	0.477165	0.000163	0.000327	0.600000	8	40
1165	java.security.spec.ECField	0.001980	0.323580	0.000001	0.000274	0.000000	8	40
1166	java.security.spec.ECFieldF2m	0.003300	0.477165	0.000438	0.000348	0.600000	8	40
1167	java.security.spec.ECFieldFp	0.003300	0.477165	0.000438	0.000348	0.600000	8	40
1168	java.security.spec.ECGenParameterSpec	0.002640	0.476715	0.000116	0.000275	0.500000	8	40
1169	java.security.spec.ECParameterSpec	0.007921	0.478673	0.000935	0.000749	0.424242	8	40
1170	java.security.spec.ECPoint	0.004620	0.477767	0.000008	0.000441	0.761905	8	40
1171	java.security.spec.ECPrivateKeySpec	0.003960	0.477617	0.000165	0.000380	0.666667	8	40
1172	java.security.spec.ECPublicKeySpec	0.003960	0.477316	0.000164	0.000385	0.666667	8	40
1173	java.security.spec.EllipticCurve	0.003960	0.477617	0.000442	0.000401	0.666667	8	40
1174	java.security.spec.EncodedKeySpec	0.003960	0.477015	0.000164	0.000397	0.600000	0	40
1175	java.security.spec.InvalidKeySpecException	0.004620	0.477316	0.000000	0.000376	0.952381	1	40
1176	java.security.spec.InvalidParameterSpecException	0.004620	0.477316	0.000000	0.000376	0.952381	1	40
1177	java.security.spec.KeySpec	0.005281	0.324898	0.000006	0.000534	0.000000	8	40
1178	java.security.spec.MGF1ParameterSpec	0.002640	0.476715	0.000116	0.000275	0.500000	8	40
1179	java.security.spec.PKCS8EncodedKeySpec	0.002640	0.476715	0.000000	0.000278	1.000000	0	40
1180	java.security.spec.PSSParameterSpec	0.002640	0.476715	0.000116	0.000275	0.500000	8	40
1181	java.security.spec.RSAKeyGenParameterSpec	0.003300	0.477165	0.000118	0.000323	0.600000	8	40
1182	java.security.spec.RSAMultiPrimePrivateCrtKeySpec	0.003300	0.477165	0.000000	0.000324	1.000000	8	40
1183	java.security.spec.RSAOtherPrimeInfo	0.002640	0.476865	0.000000	0.000270	1.000000	8	40
1184	java.security.spec.RSAPrivateCrtKeySpec	0.003300	0.477165	0.000000	0.000324	1.000000	8	40
1185	java.security.spec.RSAPrivateKeySpec	0.004620	0.477466	0.000165	0.000437	0.666667	8	40
1186	java.security.spec.RSAPublicKeySpec	0.003300	0.477165	0.000163	0.000327	0.600000	8	40
1187	java.security.spec.X509EncodedKeySpec	0.002640	0.476715	0.000000	0.000278	1.000000	0	40
1188	java.sql.Array	0.006601	0.476715	0.000005	0.000467	0.583333	5	41
1189	java.sql.BatchUpdateException	0.005281	0.477617	0.000001	0.000412	0.785714	1	41
1190	java.sql.Blob	0.005281	0.335400	0.000002	0.000429	0.357143	5	41
1191	java.sql.CallableStatement	0.017162	0.480495	0.000205	0.001164	0.376667	5	41
1192	java.sql.ClientInfoStatus	0.002640	0.476565	0.000000	0.000267	1.000000	0	41
1193	java.sql.Clob	0.007921	0.471229	0.000004	0.000594	0.545455	5	41
1194	java.sql.Connection	0.015842	0.479279	0.000235	0.001015	0.321053	5	41
1195	java.sql.DataTruncation	0.005941	0.477767	0.000001	0.000453	0.833333	1	41
1196	java.sql.DatabaseMetaData	0.005281	0.477165	0.000005	0.000407	0.761905	5	41
1197	java.sql.Date	0.005941	0.477767	0.000005	0.000467	0.583333	5	41
1198	java.sql.Driver	0.002640	0.469913	0.000000	0.000267	1.000000	1	41
1199	java.sql.DriverInfo	0.001980	0.476415	0.000000	0.000222	1.000000	0	41
1200	java.sql.DriverManager	0.005941	0.477767	0.000009	0.000476	0.638889	1	41
1201	java.sql.DriverPropertyInfo	0.001980	0.476415	0.000000	0.000222	1.000000	0	41
1202	java.sql.DriverService	0.002640	0.476565	0.000010	0.000287	0.666667	0	41
1203	java.sql.NClob	0.007921	0.471229	0.000004	0.000594	0.545455	5	41
1204	java.sql.ParameterMetaData	0.003960	0.477015	0.000004	0.000350	0.800000	5	41
1205	java.sql.PreparedStatement	0.017162	0.480342	0.000200	0.001171	0.376667	5	41
1206	java.sql.Ref	0.005281	0.476565	0.000005	0.000424	0.571429	5	41
1207	java.sql.ResultSet	0.018482	0.480647	0.000218	0.001215	0.341538	5	41
1208	java.sql.ResultSetMetaData	0.004620	0.477165	0.000004	0.000389	0.857143	5	41
1209	java.sql.RowId	0.004620	0.476265	0.000003	0.000386	0.619048	5	41
